"","submitter_name","comment_url","comment_txt1","comment_txt","comment_type","comment_id","comment_title","comment_text","organization","org_type","org_name","org_name_short","coalition_comment","coalition_type","docket_id","docket_title","docket_type","proposed_url","final_url"
"204","Salma Enan","https://www.regulations.gov/document?D=CFPB-2016-0025-170034","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-170034","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-170034-1.txt","org","CFPB-2016-0025-170034","Comment Submitted by Salma  Enan, Legal Services of Northern California","On behalf of Legal Services of Northern California, I submit the attached comment letter on the CFPB Proposed Rule on Payday, Vehicle Title, and Certain High-Cost Installment Loans, Docket No. CFPB-2016-0025. Thank you for the opportunity to comment on this important rule.","Legal Services of Northern California","NGO;Legal","Legal Services of Northern California","LSNC","Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"205","Anonymous Anonymous","https://www.regulations.gov/document?D=CFPB-2016-0025-185151","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-185151","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-185151-1.txt","org","CFPB-2016-0025-185151","Comment Submitted by The Texas Office of Consumer Credit Commissioner","See attached","The Texas Office of Consumer Credit Commissioner","NGO;Advocacy","The Texas Office of Consumer Credit Commissioner","OCCC","Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"206","Mal Maynard","https://www.regulations.gov/document?D=CFPB-2016-0025-147183","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-147183","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-147183-1.txt","org","CFPB-2016-0025-147183","Comment Submitted by Mal Maynard, FInancial Protection Law Center","See attached file(s)","FInancial Protection Law Center","ngo;legal","FInancial Protection Law Center",NA,"Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"207","Stephen Lin","https://www.regulations.gov/document?D=CFPB-2016-0025-154015","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-154015","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-154015-1.txt","org","CFPB-2016-0025-154015","Comment Submitted by Stephen Lin, Kentucky Youth Advocates","See attached file(s)","Kentucky Youth Advocates","ngo;advocacy","Kentucky Youth Advocates",NA,"Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"208","Lenwood Long","https://www.regulations.gov/document?D=CFPB-2016-0025-154542","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-154542","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-154542-1.txt","org","CFPB-2016-0025-154542","Comment Submitted by Lenwood Long Sr., The Support Center","See attached","The Support Center","ngo;financial services","The Support Center",NA,"Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"209","David Dodson","https://www.regulations.gov/document?D=CFPB-2016-0025-147287","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-147287","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-147287-1.txt","org","CFPB-2016-0025-147287","Comment Submitted by David Dodson, MDC","See attached file(s)","MDC","ngo;advocacy","MDC",NA,"Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"210","Nora Lecesse","https://www.regulations.gov/document?D=CFPB-2016-0025-158258","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-158258","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-158258-1.txt","org","CFPB-2016-0025-158258","Nora_Leccese_The Presbyterian Church USA","See Attached","The Presbyterian Church USA","ngo;faith","The Presbyterian Church USA",NA,"Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"211","Carri Grube Lybarker","https://www.regulations.gov/document?D=CFPB-2016-0025-147329","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-147329","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-147329-1.txt","org","CFPB-2016-0025-147329","Comment Submitted by Carri Grube Lybarker, South Carolina Department of Consumer Affairs","See attached file(s)","South Carolina Department of Consumer Affairs","gov;state","South Carolina Department of Consumer Affairs",NA,"Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"212","John Arriaga","https://www.regulations.gov/document?D=CFPB-2016-0025-148818","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-148818","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-148818-1.txt","org","CFPB-2016-0025-148818","Comment Submitted by John Arriaga League of California Cities Latino Caucus_0914_1","See attached","League of California Cities Latino Caucus","ngo;legal","League of California Cities Latino Caucus",NA,"Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"213","Joan Aristei","https://www.regulations.gov/document?D=CFPB-2016-0025-148377","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-148377","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-148377-1.txt","org","CFPB-2016-0025-148377","Comment Submitted by Joan Aristei, Oportun, Inc.","See attached file(s)","Oportun, Inc.","org;finance","Oportun, Inc.",NA,"Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"214","Daniel Biss","https://www.regulations.gov/document?D=CFPB-2016-0025-148790","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-148790","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-148790-1.txt","org","CFPB-2016-0025-148790","Comment Submitted by Senator Daniel Biss Illinois 9th Senate District_1007_2","See attached","Illinois 9th Senate District","gov;state senator Biss","Illinois 9th Senate District",NA,"Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"215","Shoubee Liaw","https://www.regulations.gov/document?D=CFPB-2016-0025-157931","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-157931","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-157931-1.txt","org","CFPB-2016-0025-157931","Comment Submitted by Shoubee Liaw, Washington State Legislature","See attached file(s)","Washington State Legislature","gov;Washington State Legislature","Washington State Legislature",NA,"Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"216","Peter Laroche","https://www.regulations.gov/document?D=CFPB-2016-0025-154339","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-154339","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-154339-1.txt","org","CFPB-2016-0025-154339","Comment Submitted by Peter Laroche, CCCS","See attached file(s)","CCCS","ngo;education","CCCS",NA,"Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"217","Tara Kenchen","https://www.regulations.gov/document?D=CFPB-2016-0025-158009","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-158009","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-158009-1.txt","org","CFPB-2016-0025-158009","Comment Submitted by Tara  Kenchen, North Carolina Community Development Initiative and Initiative Capital","The North Carolina Community Development Initiative and Initiative Capital encourage a stronger federal rule that does not open the door for the payday lending industry to re-enter North Carolina. To read our more detailed comments, see the attached file. ","North Carolina Community Development Initiative and Initiative Capital","ngo;advocacy","North Carolina Community Development Initiative and Initiative Capital",NA,"Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"218","Anita Rees","https://www.regulations.gov/document?D=CFPB-2016-0025-157965","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-157965","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-157965-1.txt","org","CFPB-2016-0025-157965","Comment Submitted by Anita Rees, Pacifica Resource Center","See attached file(s)
","Pacifica Resource Center","ngo;advocacy","Pacifica Resource Center",NA,"Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"219","Michelle Sternthal","https://www.regulations.gov/document?D=CFPB-2016-0025-168266","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-168266","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-168266-1.txt","org","CFPB-2016-0025-168266","Comment Submitted by Michelle Sternthal, DMV Small Business Alliance","Please see attached comments by the DMV Small Business Alliance. ","DMV Small Business Alliance","NGO;Advocacy","DMV Small Business Alliance",NA,"Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"220","Chuck Sheketoff","https://www.regulations.gov/document?D=CFPB-2016-0025-170360","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-170360","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-170360-1.txt","org","CFPB-2016-0025-170360","Comment Submitted by Chuck Sheketoff, Oregon Center for Public Policy","October 7, 2016 
The Honorable Richard Cordray 
Director 
Consumer Financial Protection Bureau 
1700 G Street NW 
Washington, DC 20552
                                                   
Re: Comments on proposed rulemaking on payday, vehicle title, and certain high-cost installment loans  
Docket number CFPB-2016-0025 or RIN 3170-AA40 
  
Dear Director Cordray:
  
The Oregon Center for Public Policy (the ""Center"") files this comment in response to the CFPB's proposed rule on payday, vehicle title, and certain high cost installment loans. Thank you for the opportunity to submit comments. The rule is a critical first step in preventing the harms of unaffordable loans, but the rule must be strengthened to ensure it stops the debt trap once and for all.

The Center is a nonprofit, nonpartisan research institute that aims to advance policies that improve economic and social opportunities for all Oregonians, particularly low- and moderate-income Oregonians. One of our successes is helping curtail the predatory payday loan industry in Oregon. A decade ago, the Center's research showed Oregon had more payday lenders than McDonald's and 7-Elevens combined. 
 
In Oregon, even with our protections, the debt trap payday and car title loans cause is still harming Oregonians. On a $300, two-week payday loan, payday lenders typically charge 154 percent.  Annually, these high cost lenders drain about $6,580,000 in payday fees and $10,100,000 in car title fees from Oregon consumers.  Much of this comes from the pockets of Oregon veterans and communities of color, populations that the payday and car title lenders target and exploit. Payday lenders' ability to seize money directly out of borrowers' bank accounts, and car title lenders' ability to threaten repossession of a borrower's car, means that people are left with little choice but to re-borrow, becoming more deeply mired in a cycle of debt. The CFPB's rule would help these borrowers by beginning to rein in predatory lending practices.
  
The core principle of the CFPB's proposal is the right approach  requiring lenders to ensure that a loan is affordable to the borrower without having to re-borrow or default on other expenses. This is critically important to stopping the harm caused by the predatory business model, and we strongly support this approach.
 
This basic principle, though, must be applied to every loan, with no exceptions and no room for future evasion. As currently written, the proposed rule contains loopholes that significantly undermine this standard. For example, in Oregon, the proposal would allow six 154 percent APR payday loans per year to be made without any ability-to-repay standard. This is six unaffordable loans too many. In addition, the rule exempts longer term payday loans with high origination fees from its proposed ability-to-repay test. These loopholes must be closed.
 
We are also concerned that the proposed rule does not go far enough to prevent the flipping of borrowers from one unaffordable loan to the next. The CFPB should do more to ensure that short-term debt doesn't become unaffordable long-term debt. It should ensure a 60-day cooling off period, rather than just 30 days as proposed, between each short-term loan. It should also ensure that short-term loan indebtedness doesn't exceed a total of 90 days every 12 months, consistent with FDIC 2005 guidelines for its banks. In addition, it is critically important to strengthen the protections against repeat refinancing of longer-term loans. If lenders can repeatedly flip borrowers from one long-term loan into another, debt will continue to pile up and borrowers will once again be stuck in a debt trap.
  
Finally, the rule must be strengthened to ensure that people have enough money to live on after paying back the loan. Right now, the proposal falls short in this regard. Lenders should be required to use an objective measure for projecting a borrower's basic living expenses and avoid over-reliance on back-end measures like default and re-borrowing rates. Even low default rates are not sufficient evidence of ability to repay, given the lender's ability to coerce repayment through control over the borrower's bank account or car. 
 
We are thankful that one loophole has already been closed - an exemption from the proposed ability to repay test if loan payments are less than 5 percent of a borrower's income, a provision included in the Bureau's preliminary outline. We are pleased that this exemption has been dropped, since examining income alone is not enough to determine if a loan is affordable. 

We call on the CFPB to close the remaining loopholes and issue the strongest rule possible to stop the harmful debt trap of unaffordable payday loans.


Sincerely,   



Chuck Sheketoff
Executive Director
Oregon Center for Public Policy
","Oregon Center for Public Policy","NGO;Advocacy","Oregon Center for Public Policy",NA,"Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"221","Jason Miller","https://www.regulations.gov/document?D=CFPB-2016-0025-168414","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-168414","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-168414-1.txt","org","CFPB-2016-0025-168414","Comment Submitted by Jason Miller, Franciscan Action Network","See attached file(s)","Franciscan Action Network","NGO;Advocacy","Franciscan Action Network",NA,"Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"222","Anonymous Anonymous","https://www.regulations.gov/document?D=CFPB-2016-0025-185042","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-185042","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-185042-1.txt","org","CFPB-2016-0025-185042","Comment Submitted by The Brownsville City Commission","See attached","The Brownsville City Commission","Gov;Local","The Brownsville City Commission",NA,"Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"223","Anonymous Anonymous","https://www.regulations.gov/document?D=CFPB-2016-0025-187769","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-187769","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-187769-1.txt","org","CFPB-2016-0025-187769","Comment Submitted by BRACE","See attached","BRACE","NGO;Advocacy","BRACE","BRACE","Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"224","Sonya Vasquez","https://www.regulations.gov/document?D=CFPB-2016-0025-169696","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-169696","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-169696-1.txt","org","CFPB-2016-0025-169696","Comment Submitted by Sonya Vasquez, Community Health Councils","See attached file","Community Health Councils","ngo;nonprofit","Community Health Councils",NA,"Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"225","Cathi Haug","https://www.regulations.gov/document?D=CFPB-2016-0025-191000","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-191000","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-191000-1.txt","org","CFPB-2016-0025-191000","Comment Submitted by Cathi Haug, Garland Opportunity and Development Center","See attached","Garland Opportunity and Development Center","ngo;nonprofit","Garland Opportunity and Development Center","Garland ODC","Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"226","Edward Boltz","https://www.regulations.gov/document?D=CFPB-2016-0025-169676","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-169676","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-169676-1.txt","org","CFPB-2016-0025-169676","Comment Submitted by Edward Boltz, National Association of Consumer Bankruptcy Attorneys- North Carolina Chapter","Please see the attached letter.","National Association of Consumer Bankruptcy Attorneys- North Carolina Chapter","NGO;Advocacy","National Association of Consumer Bankruptcy Attorneys- North Carolina Chapter",NA,"Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"227","Deborah Hagan","https://www.regulations.gov/document?D=CFPB-2016-0025-146538","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-146538","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-146538-1.txt","org","CFPB-2016-0025-146538","Comment Submitted by Deborah Hagan, The Office of the Illinois Attorney General","See Attached","The Office of the Illinois Atorney General","Gov; state","The Office of the Illinois Atorney General",NA,"Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"228","Charles Lee Esq","https://www.regulations.gov/document?D=CFPB-2016-0025-185087","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-185087","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-185087-1.txt","org","CFPB-2016-0025-185087","Comment Submitted by Charles Lee Esq, Mississippi Center for Justice","See attached","Mississippi Center for Justice","NGO;Advocacy","Mississippi Center for Justice","MCJ","Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"229","Megumi Tsutsui","https://www.regulations.gov/document?D=CFPB-2016-0025-170568","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-170568","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-170568-1.txt","org","CFPB-2016-0025-170568","Comment Submitted by Megumi Tsutsui, Housing and Economic Rights Advocates","See attached file(s)","Housing and Economic Rights Advocates","NGO;Advocacy","Housing and Economic Rights Advocates","HERA","Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"230","Jane Smith","https://www.regulations.gov/document?D=CFPB-2016-0025-190022","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-190022","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-190022-1.txt","org","CFPB-2016-0025-190022","Comment Submitted by Jane Smith, Pension RIghts Center","See attached","Pension Rights Center","ngo;nonprofit","Pension Rights Center",NA,"Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"231","Anonymous Anonymous","https://www.regulations.gov/document?D=CFPB-2016-0025-186590","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-186590","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-186590-1.txt","org","CFPB-2016-0025-186590","Comment Submitted by CUNA Credit Union National Association","See attached","CUNA Credit Union National Association","corp group","CUNA Credit Union National Association","CUNA","Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
"232","Vanita Gupta","https://www.regulations.gov/document?D=CFPB-2016-0025-208724","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-208724","https://ssc.wisc.edu/~judgelord/comment_text/CFPB/CFPB-2016-0025/CFPB-2016-0025-208724-1.txt","org","CFPB-2016-0025-208724","Ex Parte Submission, Leadership Conference on Civil and Human Rights","See Attached","Leadership Conference on Civil and Human Rights","ngo;advocacy","Leadership Conference on Civil and Human Rights",NA,"Center for Responsible Lending","public","CFPB-2016-0025","Payday, Vehicle, Title and Certain High-Cost Installment Loans","Rulemaking","https://www.federalregister.gov/documents/2016/07/22/2016-13490/payday-vehicle-title-and-certain-high-cost-installment-loans","https://www.federalregister.gov/documents/2017/11/17/2017-21808/payday-vehicle-title-and-certain-high-cost-installment-loans"
